date,collected_total,collected_A,collected_B,collected_O,collected_AB,team_total,Individual_donate,demand_total,demand_A,demand_B,demand_O,demand_AB,supply_total,supply_A,supply_B,supply_O,supply_AB,platelet_collection,platelet_collection_tx_units,platelet_collection_A,platelet_collection_B,platelet_collection_O,platelet_collection_AB,platelet_supply,platelet_supply_A,platelet_supply_B,platelet_supply_O,platelet_supply_AB
2/14/2022,3716.2,1152.15,1019.1,1253.2,291.75,1097.55,2618.65,4600,1400,1200,1600,400,4133,1229.5,1203.5,1315.5,384.5,633,1020,326.3,249.1,360.7,83.9,1064.5,325.1,294.3,359.8,85.3
2/21/2022,4989.35,1469.35,1366.55,1703.35,450.1,2085.9,2903.45,5650,1800,1400,2000,450,5281.5,1677,1369.5,1815,420,714,1151.9,328.8,338.2,385.8,99.1,1171.5,364.5,300.2,407.2,99.6
2/28/2022,9029.75,2726.4,2359.55,3116.85,826.95,5254.1,3775.65,6500,2000,1500,2600,400,6486,1946.5,1519.5,2591,429,745,1188.7,340.5,346,400.8,101.4,1214.8,338.4,363.1,404.7,108.6
03/07/2022,4358.6,1366.4,1190.85,1483.4,317.95,2035.1,2323.5,5200,1700,1100,2000,400,5413,1645.5,1383,1962,422.5,707,1132.8,337.1,312.8,382.5,100.4,1203.8,352.4,348.8,403.7,98.9
3/14/2022,2372.3,713.65,616.9,875.25,166.5,265.5,2106.8,4900,1400,1400,1600,500,4293.5,1201.5,1411.5,1217.5,463,696,1115.5,321.6,314.7,373.6,105.6,1137.4,331.4,306.1,397.3,102.6
3/21/2022,3650.05,1138.4,911.6,1263.85,336.2,630.1,3019.95,4500,1200,1200,1600,500,3460.5,892.5,1098,1085.5,384.5,721,1122,301,305.2,418.3,97.5,1129.4,317.7,316,394.8,100.9
3/28/2022,3938.1,1176.9,1098.25,1298.9,364.05,787.95,3150.15,4600,1400,1200,1600,400,3470.5,1040.5,923.5,1152.5,354,697,1088.4,334.1,316.9,332.6,104.8,1021.9,297,287,348.8,89.1
04/04/2022,3854.45,1181.2,994.5,1264.25,414.5,,3854.45,4550,1400,1200,1600,350,3420.5,1054.5,915,1124,327,767,1231.9,365.9,337,400.5,128.5,1124.6,362.5,303.7,333.1,125.3
04/11/2022,3564.4,1076.45,960.5,1212.45,315,687.45,2876.95,4300,1300,1100,1500,400,3565.5,1115.5,913.5,1127,409.5,716,1187.3,335.4,330.2,409.8,111.9,1079,300.6,302.2,366.9,109.3
4/18/2022,4065.85,1268.2,1096.65,1333.5,367.5,1379.75,2686.1,4700,1500,1200,1600,400,4281.5,1354,1106,1469.5,352,621,983.2,309.8,302.3,286.1,85,977.7,313.5,261.2,322.9,80.1
4/25/2022,4699.85,1425.35,1254.65,1648.25,371.6,1399.1,3300.75,5200,1600,1400,1800,400,4838.5,1403.5,1413.5,1614.5,407,670,1107.1,315.1,339.1,360.7,92.2,873.3,238.7,284.8,290.4,59.4
05/02/2022,4561.85,1390.2,1216.75,1565.2,389.7,860.75,3701.1,5250,1600,1400,1900,350,4765,1502.5,1337,1599,326.5,760,1231.1,349.9,330.4,422.6,128.2,1197,367.7,308.5,407.9,112.9
05/09/2022,5229.25,1656.5,1380.65,1785.85,406.25,2490.8,2738.45,4850,1500,1400,1600,350,4745,1417.5,1361,1610.5,356,77,1182,361.4,324.9,381.4,114.3,1122.4,328.7,336.6,348.8,108.3
5/16/2022,9491.05,2863.3,2536.05,3290,801.7,6177.5,3313.55,6500,2100,1500,2500,400,6502,2085,1473,2509,435,735,1199.5,346.6,325.4,412.8,114.7,1169.3,350.2,310.9,399.6,108.6
5/23/2022,5278.6,1657.25,1359.75,1856,405.6,2499.75,2778.85,5700,1900,1400,2000,400,5851,1916.5,1481,2037,416.5,727,1164.3,342.3,319.9,380,122.1,1094.6,310.6,283.3,379.9,120.8
5/30/2022,4602,1447.25,1211.95,1547.4,395.4,2081.3,2520.7,5350,1800,1200,2000,350,5024.5,1632.5,1212.5,1830.5,349,750,1212.7,341.6,350.3,418.8,102,1316.6,391.4,397,425.7,102.5
06/06/2022,6000.1,1728.7,1589.65,2123.95,557.8,3346.4,2653.7,5300,1600,1300,2000,400,5809.5,1886,1262,2174,487.5,687,1116.3,382.6,276.2,344.7,112.8,1052.5,381.7,259.3,326.6,84.9
6/13/2022,6668,1912.6,1788.1,2336.05,631.25,3411,3257,5100,1700,1000,2000,400,5411.5,1650,1236.5,2062,463,855,1407.8,410.6,368.1,493.2,135.9,1371.6,389.6,348.3,489.3,144.4
6/20/2022,6532.12,1960.15,1765.65,2217.37,588.95,3977.45,2554.67,5550,1800,1300,2000,450,5526.5,1798,1271,2016,441.5,725,1158.8,342.6,319.8,395.2,101.2,1122.5,358.9,299,373.4,91.2
6/27/2022,6914.65,2056.9,1889.35,2385.8,582.6,3837.65,3077,6150,1900,1500,2200,550,6107,1899.5,1539,2127,541.5,791,1238,351.6,351.5,412.3,122.6,1186.2,355.3,331.4,383.4,116.1
07/04/2022,6748.5,2170.2,1790.8,2150.9,636.6,4406.95,2341.55,6100,2000,1500,2200,400,6240,1979.5,1723.5,2132,405,734,1144.4,345.9,309.4,390.1,99,1219.5,345.2,334.3,427.1,112.9
07/11/2022,4700.2,1450.7,1284.5,1568.85,396.15,2989.9,1710.3,5750,1800,1500,2000,450,5676.5,1757,1481,1955,483.5,726,1127.8,329.6,290.1,375.3,132.8,1154.6,351.8,314.9,379.5,108.4
7/18/2022,4399.45,1348.75,1200.65,1470.15,379.9,2708.95,1690.5,5100,1500,1400,1800,400,5079,1446.5,1396,1739.5,497,683,1078.6,353.9,276.4,359.9,88.4,1104.7,354.4,259.9,384.4,106
7/25/2022,3328.4,971,872.45,1158.25,326.7,1604.45,1723.95,4750,1300,1500,1500,450,4138.5,1060.5,1473.5,1078,526.5,721,1143.2,286.3,306.3,413.3,137.3,1127.8,301,296.3,412.6,117.9
08/01/2022,3836.85,1143.2,1077.15,1259.3,357.2,1734.2,2102.65,4800,1400,1500,1400,500,4158.5,977.5,1425.5,1298.5,457,688,1073.9,334,314.5,340.2,85.2,1143.3,361.7,307,370.7,103.9
08/08/2022,2971.65,939.8,757.35,988,286.5,1240.95,1730.7,4900,1500,1300,1600,500,4361.5,1240.5,1293,1350.5,477.5,682,1070.7,328.2,287.5,347.4,107.6,1074.3,324.8,316.5,338.3,94.7
8/15/2022,3976.8,1202.5,1104.75,1334.95,334.6,1838.55,2138.25,4300,1300,1200,1400,400,3466.5,1065,885.5,1192,324,729,1168.9,357.1,326.8,380.5,104.5,1156.3,355.8,310.4,386.8,103.3
8/22/2022,3880,1216.05,1102.35,1228.8,332.8,874.2,3005.8,5700,1900,1500,1900,400,5573,1917.5,1464,1786.5,405,721,1169.6,370.9,325.5,375.5,97.7,1162.4,357.9,341.2,376.4,86.9
8/29/2022,3523.25,1074.75,934.9,1213.6,300,1067.55,2455.7,5800,1800,1500,2000,500,5587.5,1638,1505,1917,527.5,745,1220.3,392.4,313.8,400,114.1,1233.3,407.7,307.5,402.7,115.4
09/05/2022,5303.29,1509.2,1430.14,1894.1,469.85,2079.5,3223.79,5200,1500,1300,2000,400,5527,1686.5,1383.5,2010,447,689,1116,357.4,303,351.2,104.4,1212.5,396.5,340,375,101
09/12/2022,5068.81,1559.96,1349.7,1719,440.15,2639.76,2429.05,5450,1700,1400,1900,450,5053.5,1514.5,1462.5,1635.5,441,751,1227.7,362.6,346.5,420.8,97.8,1222.1,352.2,344.2,418.3,107.4
9/19/2022,4830,1388.3,1295.6,1677.7,468.4,2468.3,2361.7,5200,1500,1400,1800,500,4722,1332.5,1508.5,1439.5,441.5,741,1202.2,366.2,349.6,375.7,110.7,1205.5,378.7,351.6,369.1,106.1
9/26/2022,4518.6,1347.5,1215.75,1527.15,428.2,1387.25,3131.35,5650,1600,1500,2100,450,5568,1470,1550,2095.5,452.5,728,1165.4,349.6,336.9,391.2,87.7,1196.4,334,340.4,415.1,106.9
10/03/2022,2662.2,790,767.5,859.75,244.95,30.3,2631.9,4500,1300,1300,1500,400,3285.5,968.5,1039,890.5,387.5,575,912.3,254.9,257.9,310.1,89.4,1056.3,286.1,315.3,360.9,94
10/10/2022,4583.3,1388.15,1235.85,1581.8,377.5,918.5,3664.8,4600,1400,1200,1600,400,3509,1080.5,963.5,1158,307,788,1266.8,370.8,314.2,462.4,119.4,1156,354.2,278.2,411.4,112.2
10/17/2022,4225.7,1275.15,1181.4,1448.95,320.2,1170.9,3054.8,4900,1500,1400,1500,500,4471.5,1263,1324,1486,398.5,692,1121.9,342,291.6,353.4,134.9,1140.6,348.3,314.3,350,128
10/24/2022,4588.2,1373.05,1228.6,1556.7,429.85,1999,2589.2,4800,1500,1300,1600,400,4489.5,1360,1212.5,1527.5,389.5,768,1232.9,369.8,329.1,436.4,97.6,1241,358.6,324.2,442.2,116
10/31/2022,4687.85,1393.05,1263.1,1596.05,435.65,1830.55,2857.3,4380,1240,1240,1500,400,4282.5,1237.5,1233.5,1429,382.5,733,1177.3,369.5,352.9,329.6,125.3,1172.8,376.9,342.8,347.8,105.3
11/07/2022,6065.35,1847.05,1629.3,2084.35,504.65,3760.35,2305,5750,1800,1500,2000,450,5281,1664.5,1438,1715,463.5,734,1203.7,376.6,317.7,415.6,93.8,1232.1,371.9,316.8,429.9,113.5
11/14/2022,6945.9,2134.9,1821.55,2403.55,585.9,4851.2,2094.7,5200,1600,1400,1800,400,5244,1566.5,1452,1817.5,408,727,1174.4,351.7,322.9,370.3,129.5,1158.5,354.9,327.6,370.6,105.4
11/21/2022,5587.5,1694,1517.7,1909.95,465.85,3467.4,2120.1,5300,1600,1200,2000,500,4953,1561,1171,1811.5,409.5,391.8,1247.3,391.8,304.4,421.6,129.5,1251.9,382,317.8,417.5,134.6
11/28/2022,1653.05,493.6,455,580.5,123.95,425.25,1227.8,2710,800,750,900,260,2646,726,753,906.5,260.5,694,1146.4,337.6,342.9,370.3,95.6,1167.5,329.3,351.2,405.9,81.1
12/05/2022,5686,1723.8,1447.7,1987,527.5,3039.65,2646.35,3700,1200,1000,1200,300,3735,1163.5,1079,1181.5,311,732,1211.2,345.1,309.5,424,132.6,1215.1,348.7,317.8,401.8,146.8
12/12/2022,2658.25,785.4,680,953.2,239.65,1007.6,1650.65,4250,1300,1100,1500,350,3118.5,909,766,1118.5,325,626,1051.7,315.4,288.4,346.7,101.2,1196.4,353.7,328.2,415.3,99.2
12/19/2022,934.6,271,259.65,337.5,66.45,89,845.6,2900,800,800,1000,300,2039,579.5,578.5,710.5,170.5,231,390.3,114.9,99.4,139,37,572.1,167.6,142.1,206.6,55.8
12/26/2023,1628.55,477.3,485.55,510.7,155,69.1,1559.45,2080,650,600,650,180,2026,628.5,574.5,653,170,464,814.9,255.4,251.8,230.5,77.2,575.7,179.8,176.5,166.5,52.9
01/02/2023,2528.45,738.25,636,898.7,255.5,332.3,2196.15,4150,1200,1100,1300,550,2765.5,738,924,874.5,229,649,1119.3,328.3,287.8,395.3,107.9,1210.3,354,346.1,385.6,124.6
01/09/2023,3926.8,1211.2,1094.95,1268.1,352.55,1616.95,2309.85,4900,1500,1300,1600,500,4017,1237.5,1141,1261.5,377,639,1064,321.8,316.4,327.7,98.1,1155.3,381,299.4,367.5,107.4
1/16/2023,3730.45,1105.75,1003.5,1310.15,311.05,698.55,3031.9,4600,1400,1200,1600,400,3606,1060.5,975.5,1238,332,517,819.3,224.2,224.3,277.5,93.3,1006.4,275.9,291.3,345.8,93.4
1/23/2023,1692.8,500.8,475.35,557.65,159,,1692.8,3800,1100,1000,1400,300,2238.5,729.5,589.5,734,185.5,486,780.9,222.5,243.4,240.5,74.5,705.5,219.7,192,215.2,78.6
1/30/2023,3395.65,1039.5,876.3,1183.1,296.75,452,2943.65,4800,1500,1300,1600,400,3756,1078,1055,1293.5,329.5,756,1251.6,385.8,327.2,414.5,124.1,1243.7,367.7,369.9,394.8,111.3
02/06/2023,4617.3,1403.05,1240.3,1579.95,394,1848.6,2768.7,5300,1600,1600,1600,500,5249.5,1593.5,1586.5,1540,529.5,700,1139.7,345.6,340.3,351.4,102.4,1214.6,389.4,325.3,383.6,116.3
2/13/2023,4204.05,1217,1129.95,1489.6,367.5,1204.6,2999.45,5900,1800,1600,2000,500,5737.5,1733,1556,1943.5,505,774,1262.6,358.8,333.6,447.6,122.6,1314.1,372.5,365.3,461.2,115.1
2/20/2023,4346.5,1323.55,1088.55,1554.4,380,1702.3,2644.2,6750,2300,1500,2600,350,7419,2279,2279,2417.5,443.5,708,1138.4,350.1,316.1,340.5,131.7,1241.9,392.7,337.8,393.3,118.1
2/27/2023,7331.75,2211.3,2026.55,2470.55,623.35,3720.1,3611.65,5400,2000,1000,2000,400,3959,5,1465,2027,462,789,1319.3,342.1,359.9,489.3,128,1334.9,367.5,380.3,460.4,126.7
03/06/2023,4545.65,1364.95,1222.35,1548.75,409.6,1848.45,2697.2,5350,2000,1100,1800,450,5209.5,1558.5,1348,1790.5,512.5,734,1181.8,373.5,325.1,388.1,95.1,1248.2,371.6,328.5,445.5,102.6
3/13/2023,4609.75,1349.7,1227.4,1598.45,434.2,2196.65,2413.1,6000,1800,1400,2200,600,5911.5,1747.5,1462.5,2094,607.5,734,1220.6,359.3,348.7,408.9,103.7,1267.5,392.3,365.6,422.8,86.8
3/20/2023,2860.6,868.45,781.65,983.3,227.2,783.2,2077.4,5500,1600,1500,2000,400,4542.5,1363.5,1342.5,1427.5,409,696,1129.2,338.4,291.9,382,116.9,1206.9,356.4,322.1,419.2,109.2
3/27/2023,3388.45,1064.8,872.9,1122.95,327.8,757.7,2630.75,4650,1300,1500,1400,450,3886,967,1465.5,1010,443.5,696,1156.9,354.7,305.1,379.6,117.5,1176.6,352.9,318.9,404.4,100.4
04/03/2023,3659.1,1160.55,948.3,1181.25,369,702.5,2956.6,4900,1500,1400,1600,400,4129.5,1186.5,1275.5,1298,369.5,775,1289.2,378.5,352.3,440.7,117.7,1322.1,421.8,338.9,431.1,130.3
04/10/2023,4682.15,1385.8,1329.55,1584.45,382.35,2043.45,2638.7,5300,1500,1500,1800,500,5023.5,1397.5,1494,1657.5,474.5,790,1325.7,387.6,374.6,433.7,129.8,1342,378.2,397.2,452.2,114.4
4/17/2023,4130,1212.9,1133.8,1444.2,339.1,2043.45,2086.55,5700,1800,1500,2000,400,5497,1779.5,1317,2000.5,400,714,1195.7,376.2,302.1,388.5,128.9,1294,408.4,324.6,409,152
4/24/2023,3953.25,1204.2,1062.35,1310.6,376.1,1282.4,2670.85,5700,1800,1500,2000,400,5565,1663,1619.5,1745,537.5,704,1181.3,347.3,348.5,377.8,107.7,1243.7,380.6,345.2,410,107.9
05/01/2023,3461.7,1050.55,868.65,1218.15,324.35,143.25,3318.45,4900,1500,1300,1500,600,4222.5,1331.5,1072,1363.5,455.5,721,1186.3,334,351.1,397.8,103.4,1254.8,361.3,368.1,406.3,119.1
05/08/2023,5051.45,1422.55,1309.1,1793.05,526.75,2545.9,2505.55,4900,1500,1500,1500,400,5503.5,1755.5,1505.5,1840,402.5,783,1296.7,428.1,346.6,408.2,113.8,1276.5,405.7,327.1,443.7,100
5/15/2023,4701.5,1399.8,1255,1640.2,406.5,1845.4,2856.1,4750,1200,1500,1600,450,4462,1094,1436,1476.5,455.5,673,1109.2,292.6,363.3,336.2,117.1,1253.7,368.5,400.8,355.1,129.3
5/22/2023,5659.3,1666.6,1554.05,1916.7,521.95,3185.15,2474.15,6250,2000,1400,2500,350,5853,1921.5,1354.5,2222.5,354.5,694,1177.5,364.5,335.8,372,105.2,1213.4,357.3,326.8,411.4,117.9
5/29/2023,4800.35,1476.4,1200.6,1644.75,478.6,2684.89,2115.46,5200,1500,1300,2000,400,4985,1481.5,1181.5,1837,485,666,1112.3,320.7,324.3,367.6,99.7,1205.2,371.5,368.2,374.4,91.1
06/05/2023,4594.7,1336.15,1230.6,1581.9,446.05,2019,2575.7,4800,1400,1400,1600,400,4549.5,1216.5,1440.5,1427,465.5,675,1137.6,290.6,366.4,376.5,104.1,1143.1,284.6,357.2,388.9,112.4
06/12/2023,6040,1805.55,1626.6,2064.45,543.4,3317.35,2722.65,6300,2000,1600,2200,500,6495,2015,1681,2298,501,875,1416.7,438.7,387.7,440.1,150.2,1434.9,453.6,401.1,440.2,140
6/19/2023,5076.65,1599.3,1306.25,1690.1,481,2983.75,2092.9,5350,1500,1400,2000,450,5441,1514.5,1499,1936,491.5,740,1203.9,363.3,340.3,391,109.3,1293.1,386.3,358.8,430.8,117.2
6/26/2023,8278.15,2499.05,2256.8,2732.3,790,5936.9,2341.25,5300,1800,1200,1800,500,5309,1833,1216,1750.5,509.5,899,1484.3,415.4,395.7,530,143.2,1380.5,393,375.1,473.2,139.2
07/03/2023,5669.35,1731.55,1560.1,1857.1,520.6,3273.35,2396,5800,2000,1400,2000,400,6381.5,2134.5,1480.5,2285,481.5,716,1172.6,343.2,350.3,363.3,115.8,1212.5,365.2,331.7,398.4,117.2
07/10/2023,5106.25,1571.7,1373.25,1732.6,428.7,3462.2,1644.05,5300,1500,1400,2000,400,4857,1296.5,1392.5,1721,447,765,1260.3,370.7,352.6,434,103,1279.9,390.1,372,402,115.8
7/17/2023,4386.35,1321.45,1217.35,1455.75,391.8,2634.1,1752.25,4750,1300,1400,1600,450,4724,1262.5,1461.5,1523,477,738,1176.1,363.5,338.4,356.8,117.4,1258.8,404.4,333.5,412,108.9
7/24/2023,3312.6,963.8,923.4,1148.5,276.9,1778.05,1534.55,3950,1000,1200,1300,450,4124.5,1070,1294.5,1285,475,730,1209.4,355.2,365.3,390.3,98.6,1207.8,333,364.7,410,100.1
7/31/2023,2380.8,705.55,643.5,833.6,198.15,466.85,1913.95,4500,1100,1500,1500,400,4200.5,1037.5,1440,1324,399,746,1206.7,336.3,331.5,410.9,128,1254,379.4,345.2,406.1,123.3
08/07/2023,2782.5,846.15,764.3,900.55,271.5,1016.9,1765.6,4500,1200,1300,1600,400,3540,900,1187,1051,402,729,1218.6,364.2,377.5,372.5,104.4,1168.1,338.1,368.4,348.7,112.9
8/14/2023,4396.7,1318.55,1195.4,1528.9,353.85,2253.2,2143.5,4550,1200,1600,1400,350,4364,1104,1613,1342,305,738,1215,370.1,316.1,400.9,127.9,1292.3,424.5,365.6,389.7,112.5
8/21/2023,4692.3,1412.8,1247.95,1610.55,421,2135.75,2556.55,5100,1600,1300,1800,400,4834.5,1500,1250.5,1697,387,740,1216,348.7,370.3,394.8,102.2,1203.8,337,338.3,415.9,112.6
8/28/2023,4476.3,1356.7,1242.45,1501.15,376,2606.55,1869.75,5100,1600,1200,1800,500,5522.5,1773.5,1227,2014,508,757,1270.5,333,379.3,410.6,147.6,1328,366.4,402.3,423.6,135.7
09/04/2023,4229.8,1309.4,1117.1,1437.6,365.7,2090.5,2139.3,5300,1600,1500,1700,500,6514.5,1614.5,1575,1662.5,1662.5,747,1256,358.9,385.3,403.2,108.6,1271.3,353.6,387.7,412.2,117.8
09/11/2023,4086.2,1294.3,1092.9,1347,352,1889.3,2196.9,5000,1400,1600,1500,500,4953,1340,1608,1499,506,767,1251.7,356.2,316.6,446.6,132.3,1267,360.8,334.2,440.6,131.4
9/18/2023,4620.95,1368.3,1270.1,1575.3,407.25,2256.9,2364.05,5700,1800,1400,2000,500,5499.5,1735.5,1315.5,1923,525.5,762,1284.3,389.2,364.2,414.5,116.4,1290.7,385.4,372,419.1,114.2
9/25/2023,4593.9,1417.3,1224.8,1558.15,393.65,1718.25,2875.65,5550,1600,1500,2000,450,5820,1758.5,1472.5,2175,414,746,1243.7,326,349.9,434.9,132.9,1347.4,359.8,364.1,482.4,141.1
10/02/2023,2713,799.65,704.95,956.45,251.95,151.1,2561.9,3350,900,1100,1000,350,3257.5,881.5,1145.5,894,336.5,718,1156.4,365.9,333.7,346.7,110.1,1215.7,395.1,338.8,372.6,109.2
10/09/2023,5435.4,1682.65,1399.9,1859.8,493.05,2709.7,2725.7,5300,1300,1500,2000,500,5186.5,1277.5,1666,1757,486,797,1338.6,388.4,384.1,439.5,126.6,1205.8,350.3,360.2,379.4,115.9
10/16/2023,5588.8,1638,1521.05,1928.1,501.65,3766.75,1822.05,6700,2200,1500,2500,500,6637.5,2165.5,1500,2472.5,499.5,712,1198.6,375.3,335.5,373.7,114.1,1268.4,383.1,364.5,408.1,112.7
10/23/2023,4187.45,1261.9,1110.35,1445.35,369.85,2169.3,2018.15,5450,1500,1700,1700,550,5325,1433,1666.5,1642,583.5,744,1252,367.5,367.6,398.3,118.6,1247.5,362.7,355.5,399.3,130
10/30/2023,3669.6,1127.25,961.95,1269.65,310.75,1538.9,2130.7,4700,1200,1500,1500,500,3972.5,879.5,1518.5,1095,479.5,739,1268.6,358.3,377,404.4,128.9,1264.4,372.4,390.3,383.3,118.4
11/06/2023,3026.15,908.55,777.75,1097.4,242.45,1184.7,1841.45,3900,1200,1000,1300,400,3370.5,1015,748,1216,391.5,760,1286.2,383,388.1,397,118.1,1301.7,349.8,391.9,440,120
11/13/2023,3652.7,1097,935.8,1274.35,345.55,1828.05,1824.65,4450,1200,1300,1600,350,4272,1267.5,1248.5,1440.5,315.5,715,1208.9,350.8,300.5,437.6,120,1320.6,389.8,365.6,438.6,126.6
11/20/2023,5717.3,1650.7,1600.05,1998.9,467.65,3413.45,2303.85,5350,1500,1500,1900,450,5228.5,1477.5,1497.5,1810.5,443,737,1262.8,361.9,377.1,414.5,109.3,1184.7,294.8,346.2,431.7,112
11/27/2023,3655.45,1095.1,976.55,1293.3,290.5,1432.25,2223.2,4500,1300,1300,1500,400,4305.5,1251,1249.5,1445.5,359.5,742,1275.2,397.7,303.3,440.1,134.1,1045.7,305.3,283.8,351.2,105.4
12/04/2023,4511.95,1312.8,1256.5,1516.65,426,1998.55,2513.4,4350,1200,1300,1500,350,4274.5,1170,1222.5,1522.5,359.5,751,1305.3,333.2,419,430.4,122.7,1074.9,309.4,301.3,331.7,132.5
12/11/2023,4372.85,1282.35,1163.65,1524.35,402.5,1561.45,2811.4,4300,1300,1100,1500,400,4090,1214.5,979.5,1485,411,737,1230.2,403.1,311.1,407.6,108.4,1123.1,330.1,285.9,391,116.1
12/18/2023,3832.35,1113.45,1049.2,1275.2,394.5,1488.5,2343.85,4300,1200,1300,1400,400,4149,1148,1240.5,1362.5,398,741,1271.4,341.4,371.7,430.6,127.7,1208.9,360.4,323.7,409.7,115.1
12/25/2023,4055.7,1320.5,1077.75,1304.6,352.85,1137.7,2918,4600,1300,1300,1500,500,4343,1174.5,1200.5,1422.5,545.5,772,1307.2,377.1,362.8,429.5,137.8,1246.9,330.6,371.3,410.8,134.2
01/01/2024,3234.35,1020.35,843.5,1077.6,292.9,771,2463.35,3750,1000,1200,1200,350,3640,961,1149,1178.5,351.5,784,1344.7,383,377.5,453.5,130.7,1357.2,383.6,377.6,463.2,132.8
01/08/2024,3225.55,967.25,818.7,1130.4,309.2,1005.25,2220.3,3700,1100,1000,1300,300,3418,1018,876.5,1208.5,315,710,1217.5,360.3,351.2,389.3,116.7,1099,326.5,305.1,359.1,108.3
1/15/2024,3166.5,989.8,864.7,1049.15,262.85,1226.1,1940.4,4000,1200,1200,1300,300,4075,1205,1232.5,1288,349.5,836,1435.2,429.3,399.8,450.1,156,1419.6,416.8,372.5,461.7,168.6
1/22/2024,2916.95,850.95,777.5,1031,257.5,1111.75,1805.2,3500,1000,1000,1200,300,3393.5,1007,972,1127,287.5,718,1227.6,349.4,344.5,408.4,125.3,1216.6,359.6,324.1,402.8,130.1
1/29/2024,3672.95,1159.75,987.9,1230.8,294.5,961.85,2711.1,4150,1200,1300,1300,350,4031,1196,1236.5,1264,334.5,695,1200.6,372.1,346.6,356.2,125.7,1293.1,373.8,358.8,430.2,130.3
02/05/2024,1877.75,593,518,604.25,162.5,,1877.75,2900,800,800,1000,300,2283,622,616,799,246,601,1001.2,274.9,274.1,341.2,111,1141.4,339.3,301.1,381.9,119.1
02/12/2024,1789.75,561.65,481.3,609.3,137.5,,1789.75,2600,750,800,750,300,2208,650,701.5,650,206.5,585,1008.1,310.9,297.1,304.5,95.6,967.8,297.9,294.3,282.5,93.1
2/19/2024,2743.3,818.45,728.75,970.6,225.5,708.05,2035.25,3800,1100,1200,1200,300,3500,1075,1151,1016.5,257.5,733,1259.3,366.1,354.4,423.7,115.1,1136.4,338.4,318.9,370.7,108.4
2/26/2024,5106.65,1456.2,1446.5,1816.95,387,2672.35,2434.3,5300,1500,1500,1800,500,5188.5,1305,1799.5,1562.5,521.5,721,1202,375,332.8,368.3,125.9,1232.9,367.4,335.8,405.9,123.8
03/04/2024,5305.95,1589.9,1419,1795.4,501.65,2437.55,2868.4,5700,1800,1500,1900,500,5594.5,1822,1454,1879.5,439,811,1362.3,413.4,356.7,468.8,123.4,1228.7,365.9,318.2,425.9,118.7
03/11/2024,5147.4,1498.9,1389.45,1779.25,479.8,2578.45,2568.95,4950,1300,1500,1800,350,4432,1200.5,1334.5,1556,341,791,1348.4,376.5,417,418.2,136.7,1212.4,344.6,370.8,371.3,125.7
3/18/2024,4278.9,1265.5,1145.4,1458.9,409.1,1937.05,2341.85,4550,1300,1300,1500,450,4476.5,1235,1307,1500.5,434,770,1301.1,393.8,337.9,431.4,138,1294.7,392.5,310,445,147.2
3/25/2024,3525.35,1060.3,941.6,1205.35,318.1,705.25,2820.1,4200,1200,1200,1500,300,4032,1180,1056.5,1488.5,307,789,1308.2,398.7,364.9,429.1,115.5,1266.7,386,350.3,406.6,123.8
04/01/2024,2974.7,826.1,827,1078.1,243.5,342,2632.7,3950,1200,1200,1200,350,3746.5,1116,1188,1109,333.5,755,1223.8,361.2,351.7,413.3,97.6,1318.8,399.7,356.4,447.1,115.6
04/08/2024,3259.2,990.45,861.9,1131.75,275.1,828.55,2430.65,3500,1000,800,1400,300,3315.5,919,762,1336,298.5,796,1327.4,390.1,347.6,454.2,135.5,1247.8,373.2,324.3,429.5,120.8
4/15/2024,4009.2,1221.45,1052.55,1380.7,354.5,1377.65,2631.55,4050,1100,1100,1500,350,3993.5,1097.5,1133.5,1417.5,345,780,1265.5,361.8,379.4,402.9,121.4,1302.8,371.1,378.1,426.6,127
4/22/2024,5443.65,1673.25,1376.25,1884.5,509.65,2807.45,2636.2,5300,1400,1600,1800,500,5232,1324.5,1626.5,1774.5,506.5,735,1224.8,352.8,335.9,421.2,114.9,1278.9,363,358.4,430.5,127
4/29/2024,4515.45,1343.05,1257,1515.25,400.15,660.2,3855.25,5500,1700,1500,1800,500,5546.5,1757.5,1546,1807.5,435.5,833,1366.5,397.3,371.6,482.5,115.1,1434.2,438.4,375.6,512.7,107.5
05/06/2024,4694.15,1457.65,1217.35,1613.55,405.6,2213.8,2480.35,5050,1500,1300,1800,450,5142,1587,1307.5,1798.5,449,782,1283.6,368.9,371,424.5,119.2,1247.3,347.9,373.4,408.4,117.6
5/13/2024,4116.05,1210.85,1062.9,1493.1,349.2,1885.3,2230.75,4700,1200,1500,1500,500,4694.5,1197.5,1525,1417,555,795,1291.1,390.7,354,420.5,125.9,1344.7,395.8,362.7,453.5,132.7
5/20/2024,4553.6,1261,1265.25,1594.2,433.15,2182.85,2370.75,4300,1200,1250,1450,400,4296.5,1192,1225.5,1461,418,807,1342.9,394,382.4,457,109.5,1280.5,386.6,355,423,115.9
5/27/2024,4858.75,1423.15,1289.3,1697.9,448.4,2522.9,2335.85,5050,1500,1400,1700,450,4951,1429.5,1435.5,1641,445,775,1269.2,375.1,350.2,407.7,136.2,1273.6,382.9,347.5,413.6,129.6
06/03/2024,3308.05,1047.2,830.6,1154.75,275.5,968.5,2339.55,5000,1500,1300,1800,400,4982.5,1496.5,1210.5,1858.5,417,756,1228.3,348,354.1,391.5,134.7,1298.5,375,349.9,420.4,153.2
